id,abv,ibu,name,style,brewery_id,ounces
1641,0.094,92,Better Weather IPA,American IPA,240,16
1490,0.059,60,Point the Way IPA,American IPA,240,16
1489,0.046,15,Golden Road Hefeweizen,Hefeweizen,240,16
1399,0.068,65,Heal the Bay IPA,American IPA,240,16
1296,0.059,60,Point the Way IPA,American IPA,240,12
1034,0.05,,Cabrillo Kölsch,Kölsch,240,16
991,0.055,20,Get Up Offa That Brown,American Brown Ale,240,16
750,0.08,70,Burning Bush Smoked IPA,American IPA,240,16
749,0.08,70,Wolf Among Weeds IPA (2012),American IPA,240,16
549,0.059,60,Point the Way IPA (2012),American IPA,240,16
548,0.046,15,Golden Road Hefeweizen (2012),Hefeweizen,240,16
2587,0.07,11,Vanilla Porter,American Porter,39,16
1109,0.07,70,Descender IPA,American IPA,464,12
1108,0.06,18,Sweet As Pacific Ale,American Pale Wheat Ale,464,12
1000,0.056,36,Good People Pale Ale,American Pale Ale (APA),478,12
312,0.093,103,Snake Handler Double IPA,American Double / Imperial IPA,478,12
311,0.06,54,Coffee Oatmeal Stout,Oatmeal Stout,478,12
309,0.06,64,Good People IPA,American IPA,478,12
308,0.058,36,Good People American Brown Ale,American Brown Ale,478,12
2205,0.055,40,Mountain Rescue Pale Ale,American Pale Ale (APA),194,12
2198,0.059,55,Goose Island India Pale Ale,American IPA,196,12
2457,0.054,30,312 Urban Pale Ale,American Pale Ale (APA),88,16
2202,0.054,30,312 Urban Pale Ale,American Pale Ale (APA),88,12
2201,0.042,18,312 Urban Wheat Ale,American Pale Wheat Ale,88,16
1829,0.042,18,312 Urban Wheat Ale,American Pale Wheat Ale,88,12
581,0.042,20,312 Urban Wheat Ale (2012),American Pale Wheat Ale,88,12
1383,0.052,19,Beaver Logger,American Pale Lager,420,12
477,0.05,,White Water Wheat,American Pale Wheat Ale,536,12
476,0.052,,Grand Canyon American Pilsner,American Pilsner,536,12
143,0.054,,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,536,12
142,,,Black Iron India Pale Ale,American IPA,536,12
2129,0.043,21,Monarch Classic American Wheat,American Pale Wheat Ale,213,12
2127,0.049,21,Sir William's English Brown Ale,English Brown Ale,213,12
2126,0.055,35,Lakefire Rye Pale Ale,American Pale Ale (APA),213,12
2303,0.053,22,Beer Agent Re-Ignition,American Blonde Ale,165,16
1990,0.057,18,Cherry Ale,Fruit / Vegetable Beer,165,16
1702,0.056,33,Bourbon Barrel Aged Coconut Porter,American Porter,165,16
1701,0.062,60,Great Crescent IPA,American IPA,165,16
1700,0.057,27,Aurora Lager,Dortmunder / Export Lager,165,16
1699,0.053,22,Great Crescent Blonde Ale,American Blonde Ale,165,16
1269,0.056,33,Great Crescent Coconut Porter,American Porter,165,16
930,0.057,25,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,165,16
649,0.045,36,Great Crescent Brown Ale,American Brown Ale,165,16
639,0.057,18,Cherry Ale (1),Fruit / Vegetable Beer,165,16
626,0.057,27,Aurora Lager (2011),Dortmunder / Export Lager,165,16
615,0.06,25,Frosted Fields Winter Wheat,American Dark Wheat Ale,165,16
478,0.051,13,Great Crescent Belgian Style Wit,Witbier,165,16
455,0.075,65,Bourbon's Barrel Stout,American Stout,165,16
442,0.08,66,Great Crescent Stout,English Stout,165,16
441,0.056,33,Great Crescent Coconut Porter (2012),American Porter,165,16
440,0.057,23,Great Crescent Dark Lager,Euro Dark Lager,165,16
439,0.042,26,Great Crescent Mild Ale,English Dark Mild Ale,165,16
436,0.062,60,Great Crescent IPA (2011),American IPA,165,16
389,0.053,22,Great Crescent Blonde Ale (2011),American Blonde Ale,165,16
2650,0.05,,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),6,12
2649,0.087,,Hibernation Ale,Old Ale,6,12
2648,0.061,,Whitewater,American Pale Wheat Ale,6,12
2647,0.071,,Rumble,American IPA,6,12
2646,0.083,,Orabelle,Tripel,6,12
2645,0.05,,Lasso,American IPA,6,12
2644,0.095,75,Yeti  Imperial Stout,Russian Imperial Stout,6,12
2643,0.073,,Colette,Saison / Farmhouse Ale,6,12
2642,0.071,,Titan IPA,American IPA,6,12
404,0.045,15,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,543,24
164,0.045,15,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,543,12
1923,0.052,49,Commotion APA,American Pale Ale (APA),269,12
1922,0.052,,Southern Drawl Pale Lager,American Pale Lager,269,12
1604,0.05,5,Chickawawa Lemonale,Fruit / Vegetable Beer,365,12
1574,0.07,22,Barrel Aged Farmer,American Brown Ale,365,16
1446,0.048,,Great River Golden Ale,American Blonde Ale,365,12
1275,0.048,,Dirty Blonde Chocolate Ale,American Blonde Ale,365,12
1244,0.048,20,Dos Pistolas,Vienna Lager,365,12
1064,0.05,30,Owney Irish Style Red Ale,Irish Red Ale,365,16
1028,0.06,,Aaah Bock Lager,Vienna Lager,365,16
865,0.055,10,Widespread Wit,Witbier,365,16
864,0.054,30,Roller Dam Red Ale,Irish Red Ale,365,16
863,0.053,48,483 Pale Ale,American Pale Ale (APA),365,16
672,0.09,99,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,365,16
655,0.07,22,Farmer Brown Ale,American Brown Ale,365,16
540,0.07,70,Big Cock IPA,American IPA,365,16
539,0.059,25,Oktoberfest,Märzen / Oktoberfest,365,16
517,0.048,25,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,365,16
371,0.06,36,Redband Stout,American Stout,365,16
190,0.053,48,483 Pale Ale (2010),American Pale Ale (APA),365,16
189,0.054,30,Roller Dam Red Ale (2010),Irish Red Ale,365,16
1106,0.05,30,Pablo Beach Pale Ale,American Pale Ale (APA),466,12
2314,0.057,44,Wild Trail Pale Ale,American Pale Ale (APA),156,12
2313,0.067,71,Mothman Black IPA,American Black Ale,156,12
2461,0.058,,Autumn Winds Fest Beer,Märzen / Oktoberfest,86,16
2044,0.085,69,Captain's Daughter,American Double / Imperial IPA,86,12
1567,0.058,,Autumn Winds,Märzen / Oktoberfest,379,16
1505,0.06,54,Flying Jenny Extra Pale Ale,American Pale Ale (APA),379,12
1186,0.04,20,Hazy Day Belgian-Style Wit,Witbier,379,16
1185,0.055,,Bring Back the Beach Blonde Ale,American Blonde Ale,379,16
984,0.06,34,Leaning Chimney Smoked Porter,American Porter,379,16
693,0.06,54,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),379,12
631,0.049,22,Flagship Ale,Cream Ale,379,12
2375,0.045,6,Mr. Blue Sky,American Pale Wheat Ale,124,16
2143,0.065,,3 Scrooges,Winter Warmer,124,16
2142,0.05,25,Screamin’ Pumpkin,Pumpkin Ale,124,16
2141,0.05,35,Grand Trunk Bohemian Pils,Czech Pilsener,124,16
2140,0.065,25,El Rojo,American Amber / Red Ale,124,16
2139,0.075,,Norm's Raggedy Ass IPA,American IPA,124,16
2138,0.05,35,Grind Line,American Pale Ale (APA),124,16
2007,0.04,55,Norm's Gateway IPA,American IPA,124,12
1570,0.09,,Lemon Shandy Tripel,Tripel,124,16
2339,0.063,43,Little Red Cap,Altbier,144,12
1857,0.069,67,Supergoose IPA,American IPA,290,12
1440,0.047,,Hale's Pale American Ale,American Pale Ale (APA),290,12
1753,0.07,,Heyoka IPA,American IPA,327,16
1448,0.08,,Guest Lager,American Double / Imperial Pilsner,327,16
1134,0.057,,Pony Pilsner,German Pilsener,327,16
1066,0.055,,Akari Shogun American Wheat Ale,American Pale Wheat Ale,327,16
849,0.06,,Meat Wave,English India Pale Ale (IPA),327,16
352,0.06,,Over Ale,American Brown Ale,327,16
149,0.042,,Gossamer Golden Ale,American Blonde Ale,327,16
148,0.052,,Daisy Cutter Pale Ale,American Pale Ale (APA),327,16
2026,0.07,40,Pursuit,American IPA,248,12
1361,0.052,18,Half Full Bright Ale,American Blonde Ale,248,12
1016,0.046,17,Orange Wheat,Fruit / Vegetable Beer,476,12
1015,0.043,14,Hangar 24 Helles Lager,Munich Helles Lager,476,12
1677,0.075,70,The Great Return,American IPA,343,16
1331,0.044,18,Hardywood Cream Ale,Cream Ale,343,12
1270,0.056,55,Capital Trail Pale Ale,American Pale Ale (APA),343,12
2059,0.052,15,UFO Gingerland,Herbed / Spiced Beer,234,12
1653,0.062,45,The Long Thaw White IPA,American White IPA,234,12
1558,0.048,,Honey Cider,Cider,234,12
1380,0.05,28,Harpoon Summer Beer,Kölsch,234,12
1379,0.059,42,Harpoon IPA,American IPA,234,12
1340,0.059,20,UFO Pumpkin,Pumpkin Ale,234,12
1313,0.055,30,Harpoon Octoberfest,Märzen / Oktoberfest,234,12
770,0.059,42,Harpoon IPA (2012),American IPA,234,12
769,0.05,28,Harpoon Summer Beer (2012),Kölsch,234,12
610,0.048,10,UFO White,American Pale Wheat Ale,234,12
192,0.05,28,Harpoon Summer Beer (2010),Kölsch,234,12
126,0.059,42,Harpoon IPA (2010),American IPA,234,12
506,,,Great Falls Select Pale Ale,American Blonde Ale,535,12
181,0.048,,Beltian White,Witbier,535,12
2183,0.049,,Kaua'i Golden Ale,American Blonde Ale,204,12
2182,0.054,,Sunset Amber,American Pale Ale (APA),204,12
2181,0.064,,Hapa Brown Ale,American Brown Ale,204,19.2
2180,0.064,,Hapa Brown Ale,American Brown Ale,204,12
2179,0.083,,Southern Cross,Flanders Red Ale,204,19.2
1895,0.076,65,Groupe G,Belgian IPA,280,16
1894,0.062,40,Pt. Bonita Rustic Lager,American Pale Lager,280,16
1893,0.088,77,Hill 88 Double IPA,American Double / Imperial IPA,280,16
990,0.072,45,Loose Cannon,American IPA,479,12
989,0.06,30,AARGHtoberfest!,Märzen / Oktoberfest,479,12
988,0.06,,Davy Jones Lager,Cream Ale,479,12
1351,0.063,30,Grazias,Cream Ale,423,16
1346,0.08,86,Habitus IPA,American IPA,423,16
904,0.099,85,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,423,16
2295,0.063,21,The Golden One,American Pilsner,168,12
2294,0.07,68,The Power of Zeus,American Pale Ale (APA),168,12
824,0.044,22,Tonganoxie Honey Wheat,American Pale Wheat Ale,500,12
616,0.045,,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,500,12
96,0.055,,Annie's Amber Ale,American Amber / Red Ale,500,12
1615,0.045,32,The 12th Can™,American Pale Ale (APA),362,16
889,0.055,34,Hilliard's Pils,Czech Pilsener,362,16
724,0.049,20,Hilliard's Blonde,American Blonde Ale,362,16
497,0.055,60,Hilliard's Amber Ale,American Amber / Red Ale,362,16
496,0.066,30,Hilliard's Saison,Saison / Farmhouse Ale,362,16
1652,0.042,,White Cap White IPA,American White IPA,349,16
1835,0.042,25,Provision,Saison / Farmhouse Ale,297,12
1834,0.047,28,One Nut Brown,American Brown Ale,297,12
1833,0.058,45,Hop Farm IPA,American IPA,297,12
2195,0.049,20,Double D Blonde,American Blonde Ale,198,12
1605,0.078,60,Festeroo Winter Ale,American Strong Ale,198,12
1543,0.063,70,Proxima IPA,American IPA,198,12
1390,0.049,20,Double D Blonde (2013),American Blonde Ale,198,12
1354,0.048,13,541 American Lager,American Pale Lager,198,12
1353,0.065,90,Alphadelic IPA,American IPA,198,12
499,0.065,90,Alphadelic IPA (2011),American IPA,198,12
498,0.049,20,Double D Blonde (2011),American Blonde Ale,198,12
1501,0.07,,Green House India Pale Ale,American IPA,395,12
1004,0.051,,The One They Call Zoe,American Pale Lager,395,12
502,0.051,40,Alteration,Altbier,395,12
501,0.06,50,Pale Dog,American Pale Ale (APA),395,12
2357,0.065,,Porter Culture,American Porter,136,12
2483,0.068,,Hard Cider,Cider,80,16
2482,0.027,21,Totally Radler,Radler,80,16
2400,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,80,16
2399,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,80,16
2398,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,80,16
2397,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,80,16
2396,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,80,16
2395,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,80,16
2394,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,80,16
2393,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,80,16
2392,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,80,16
2391,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,80,16
2390,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,80,16
2389,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,80,16
2388,0.058,60,Rise Up Red,American Amber / Red Ale,80,16
2200,0.058,35,Survival Stout,American Stout,80,16
2199,0.066,75,Hopworks IPA,American IPA,80,16
2193,0.073,70,Abominable Winter Ale,American Strong Ale,80,16
1398,0.06,60,Pigwar White India Pale Ale,American White IPA,80,16
1085,0.058,60,Rise-Up Red (2014),American Amber / Red Ale,80,16
916,0.073,70,Abominable Winter Ale (2012),American Strong Ale,80,16
658,0.051,32,HUB Lager,Czech Pilsener,80,16
653,0.066,75,Hopworks IPA (2012),American IPA,80,16
2385,0.056,,Watermelon Wheat,American Pale Wheat Ale,120,12
2384,0.051,17,Laka Laka Pineapple,Hefeweizen,120,12
2383,0.06,,Oktoberfest,Märzen / Oktoberfest,120,16
1251,0.065,,Trail Maker Pale Ale,American Pale Ale (APA),445,12
1250,0.055,,Action Man Lager,Vienna Lager,445,12
1903,0.068,90,Let It Ride IPA,American IPA,277,12
1691,0.065,22,Stir Crazy Winter Ale,Winter Warmer,277,12
1555,0.05,10,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,277,12
1115,0.046,27,Shenanigans Summer Ale,American Pale Wheat Ale,277,12
729,0.065,80,Midnight Ryder,American Black Ale,277,12
728,0.054,45,Day Tripper Pale Ale,American Pale Ale (APA),277,12
2350,0.048,32,Oklahoma Suks,American Amber / Red Ale,140,12
2301,0.055,42,Power & Light,American Pale Ale (APA),140,12
1904,0.059,27,White Rabbit ,Witbier,140,12
2609,0.058,58,Tribute,American Pale Ale (APA),23,12
2038,0.07,75,Infamous IPA,American IPA,242,12
1774,0.055,20,Hijack,Cream Ale,242,12
559,0.045,20,Jon Boat Coastal Ale,American Blonde Ale,527,12
558,0.068,55,I-10 IPA,American IPA,527,12
553,0.053,28,People's Pale Ale,American Pale Ale (APA),527,12
2376,0.049,,Summer Ale,American Blonde Ale,123,12
1784,,,Appreciation Ale,American IPA,316,16
2673,0.052,18,House Lager,Keller Bier / Zwickel Bier,2,16
2672,0.048,15,Leisure Time,American Pale Lager,2,12
2671,0.072,80,Excess IPL,American India Pale Lager,2,16
2670,0.067,65,Hoponius Union,American India Pale Lager,2,12
2669,0.049,45,Calyptra,American India Pale Lager,2,12
1405,0.05,,Helen's Blend,Cider,416,12
823,0.051,,Jack's Hard Cider,Cider,416,12
1793,0.055,37,Thunder Ann,American Pale Ale (APA),312,12
2453,0.055,,Razz Wheat,Fruit / Vegetable Beer,92,12
2363,0.065,,Hop Ryot,American IPA,92,12
689,0.07,,Mystic Mama IPA,American IPA,92,12
688,0.05,,Firefly Amber Ale,American Amber / Red Ale,92,12
687,0.067,,Chomolungma Honey Nut Brown Ale,English Brown Ale,92,12
2408,0.069,,Welcome to Scoville,American IPA,114,12
2595,,,Bastian,American Strong Ale,32,12
2480,0.045,,Healani,Hefeweizen,32,12
1525,0.055,,Yabba Dhaba Chai Tea Porter,American Porter,32,12
1524,0.055,,A Capella Gluten Free Pale Ale,American Pale Ale (APA),32,12
1523,0.06,,Casper White Stout,American Blonde Ale,32,12
1254,0.06,,JP's Ould Sod Irish Red IPA,American IPA,32,12
2060,0.05,15,Weize Guy,Hefeweizen,233,12
469,0.05,50,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,12
468,0.093,90,Hop Box Imperial IPA,American Double / Imperial IPA,233,12
467,0.052,15,Joseph James American Lager,American Adjunct Lager,233,12
2163,0.071,,Sucha Much IPA,American IPA,208,12
2162,0.075,24,Lewbricator Wheat Dopplebock ,Doppelbock,208,12
2374,0.052,16,Weisse Versa (2012),Hefeweizen,125,12
1560,0.058,25,Mother in Lager,Munich Dunkel Lager,125,12
1557,0.055,40,Weekend Warrior Pale Ale,American Pale Ale (APA),125,12
1458,0.055,25,Karbachtoberfest,Märzen / Oktoberfest,125,12
1235,0.047,20,Love Street Summer Seasonal (2014),Kölsch,125,12
1068,0.066,20,Barn Burner Saison,Saison / Farmhouse Ale,125,12
666,0.095,85,Rodeo Clown Double IPA,American Double / Imperial IPA,125,12
465,0.049,45,Sympathy for the Lager,American Amber / Red Lager,125,12
464,0.052,15,Weisse Versa,Hefeweizen,125,12
463,0.066,70,Hopadillo India Pale Ale,American IPA,125,12
1678,0.057,19,KelSo Nut Brown Lager,Euro Dark Lager,342,12
1572,0.06,64,KelSo India Pale Ale,American IPA,342,12
1348,0.055,23,KelSo Pilsner,Czech Pilsener,342,12
1193,0.058,,Skilak Scottish Ale,Scottish Ale,458,12
1187,0.05,15,Peninsula Brewers Reserve (PBR),American Blonde Ale,458,12
349,0.068,,Sunken Island IPA,American IPA,458,12
348,0.058,,Skilak Scottish Ale (2011),Scottish Ale,458,12
760,0.065,11,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,16
759,0.065,65,Double Haul IPA (2009),American IPA,510,16
758,0.065,65,Double Haul IPA (2006),American IPA,510,16
87,0.055,50,Eddy Out Pale Ale,American Pale Ale (APA),510,16
86,0.065,65,Double Haul IPA,American IPA,510,16
85,0.065,11,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,16
2472,,,U. P. Witbier,Witbier,84,12
779,,,November Gale Pale Ale,American Pale Ale (APA),84,12
364,,,Olde Ore Dock Scottish Ale,Scottish Ale,84,12
60,,,Widow Maker Black Ale,American Brown Ale,84,12
59,,,Lift Bridge Brown Ale,American Brown Ale,84,12
58,,,Pick Axe Blonde Ale,American Blonde Ale,84,12
57,,,Red Jacket Amber Ale,American Amber / Red Ale,84,12
2436,0.051,,Amber Ale,American Amber / Red Ale,102,12
1706,0.055,,King Street Pilsner,Czech Pilsener,102,12
1667,0.06,70,King Street IPA,American IPA,102,12
1666,0.057,10,King Street Hefeweizen,Hefeweizen,102,12
1665,0.049,,King Street Blonde Ale,American Blonde Ale,102,12
2460,0.063,65,India Pale Ale,American IPA,87,16
2459,0.048,11,Blackberry Wheat,American Pale Wheat Ale,87,16
1274,0.046,18,Longboard Island Lager,American Amber / Red Lager,439,24
1220,0.046,18,Longboard Island Lager,American Amber / Red Lager,439,16
1070,0.046,18,Longboard Island Lager,American Amber / Red Lager,439,12
590,0.046,18,Longboard Island Lager,American Amber / Red Lager,439,12
781,0.04,9,Choc Beer (2003),American Dark Wheat Ale,505,12
1637,0.08,,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,354,16
1741,0.054,15,A Slice of Hefen,Hefeweizen,332,16
664,0.072,100,Elevated IPA,American IPA,332,16
392,0.066,30,Rumspringa Golden Bock,Maibock / Helles Bock,545,12
195,0.048,28,Lancaster German Style Kölsch,Kölsch,545,12
2547,0.045,,Beach Cruiser,Hefeweizen,59,12
2493,0.068,,I.P. Eh!,American IPA,59,12
2492,0.05,,Schoolhouse Honey,American Amber / Red Ale,59,12
2491,0.055,,10 Degrees of Separation,English Brown Ale,59,12
2108,0.05,12,Laughing Dog Cream Ale,Cream Ale,218,12
1397,0.048,9,Two-One Niner,American Pilsner,218,12
1396,0.064,66,Laughing Dog IPA,American IPA,218,12
1675,0.064,95,Madra Allta,American IPA,345,12
1249,0.056,70,Duluchan India Pale Ale,American IPA,345,12
1445,0.05,,Lazy Monk Bohemian Pilsner,Czech Pilsener,406,16
475,0.051,,Yellowstone Golden Ale,Kölsch,537,12
474,0.057,,Tumbleweed IPA,American IPA,537,12
473,0.05,,Lewis & Clark Amber Ale,American Amber / Red Ale,537,12
472,0.05,,Miner's Gold Hefeweizen,Hefeweizen,537,12
471,0.057,,Back Country Scottish Ale,Scottish Ale,537,12
2036,0.052,30,Getaway,German Pilsener,244,16
1168,0.06,30,Farm Girl Saison,Saison / Farmhouse Ale,244,16
1832,0.058,40,Adam's Stout,American Stout,298,12
1688,0.057,42,American Hero,American Amber / Red Ale,298,12
1687,0.052,20,Schweet Ale,Fruit / Vegetable Beer,298,12
1686,0.065,75,Irregardless IPA,American IPA,298,12
2434,0.057,40,Peach Pale Ale,American Pale Ale (APA),104,12
2332,0.06,,Deadeye Jack,American Porter,149,12
2330,0.075,,Pistols at Dawn,American Stout,149,16
2329,0.057,47,Peacemaker Pale Ale,American Pale Ale (APA),149,12
2327,0.058,11,Shotgun Betty,Hefeweizen,149,12
2326,0.061,30,Sweet Josie,American Brown Ale,149,12
1926,0.059,42,Long Trail IPA,English India Pale Ale (IPA),268,12
1924,0.046,30,Long Trail Ale,American Amber / Red Ale,268,12
1090,0.072,33,Double Bag,Altbier,268,16
574,0.04,8,Blackbeary Wheat,Fruit / Vegetable Beer,268,12
573,0.046,30,Long Trail Ale (1),Altbier,268,12
2584,0.046,8,Gose,Gose,41,16
2583,0.048,20,Vermont Pilsner,German Pilsener,41,16
2582,0.055,,Mosaic Single Hop IPA,American IPA,41,16
2581,0.045,,Lost Galaxy,American IPA,41,16
1309,0.062,65,Face Plant IPA,American IPA,430,12
1308,0.056,55,Rhino Chasers Pilsner,Czech Pilsener,430,12
1571,0.052,29,Slow Hand Stout,American Stout,377,16
1204,0.062,,Hips Don't Lie,Hefeweizen,456,16
1122,0.052,,Ride Again Pale Ale,American Pale Ale (APA),456,16
700,0.048,,The Farmer's Daughter,American Blonde Ale,456,16
2033,0.038,18,Pub Ale,English Dark Mild Ale,245,12
2032,0.051,31,Ballistic Blonde,Belgian Pale Ale,245,12
2311,0.054,,Knotty Pine,American Pale Ale (APA),158,12
1153,0.053,20,Lumberyard Pilsner,American Pilsner,158,12
355,0.061,,Lumberyard IPA,American IPA,158,12
125,0.058,,Lumberyard Red Ale,American Amber / Red Ale,158,12
962,0.05,,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),485,12
961,0.051,32,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,485,12
1475,0.05,,Macon Progress Ale,American Pale Ale (APA),400,12
1008,0.055,,Macon History Ale,American Brown Ale,400,12
2454,0.099,,Galaxy High,American Double / Imperial IPA,91,12
2209,0.043,18,Sol Drifter,American Blonde Ale,91,12
2133,0.085,,Thunder Snow,Winter Warmer,91,12
1994,0.079,18,The Great Pumpcan,Fruit / Vegetable Beer,91,16
1816,0.047,11,LIFT,Kölsch,91,12
1815,0.05,40,SPRYE,American Pale Ale (APA),91,12
1126,0.069,70,Psychopathy,American IPA,91,12
1125,0.07,32,Gnarly Brown,American Brown Ale,91,12
1124,0.06,30,Happy Amber,American Amber / Red Ale,91,12
1813,0.051,20,#9,Fruit / Vegetable Beer,303,16
1113,0.055,13,Elder Betty,Hefeweizen,303,12
360,0.051,20,#9,Fruit / Vegetable Beer,303,12
511,0.042,,High Country Pilsner (Current),German Pilsener,534,12
75,0.065,,Epic IPA,American IPA,534,12
74,0.042,,Golden Trout Pilsner,German Pilsener,534,12
73,0.045,,Real McCoy Amber Ale (Current),American Amber / Red Ale,534,12
1628,0.072,,Festivus (1),Winter Warmer,356,12
1626,0.067,,Manayunk Oktoberfest,Märzen / Oktoberfest,356,12
1625,0.045,21,Belgian Style Session Ale,Belgian Pale Ale,356,12
1624,0.055,,Manayunk IPA,American IPA,356,12
1600,0.055,,Yunkin' Punkin',Pumpkin Ale,356,12
1484,0.05,18,Summer Paradise,American Pale Wheat Ale,356,12
1356,0.09,30,Monk from the 'Yunk,Tripel,356,12
1355,0.06,14,Schuylkill Punch,Fruit / Vegetable Beer,356,12
1334,0.085,85,Dreamin' Double IPA,American Double / Imperial IPA,356,12
1674,0.099,93,Chaotic Double IPA,American Double / Imperial IPA,346,12
1673,0.08,88,Manzanita IPA,American IPA,346,12
1672,0.06,25,Riverwalk Blonde Ale,American Blonde Ale,346,12
1671,0.095,49,Gillespie Brown Ale,American Brown Ale,346,12
1670,0.066,44,Manzanita Pale Ale,American Pale Ale (APA),346,12
1262,0.047,,Marble Pilsner,German Pilsener,443,12
845,0.062,,Marble India Pale Ale,American IPA,443,12
1783,0.072,,Toughcats IPA,American IPA,317,16
1717,0.05,,Tug Pale Ale,American Pale Ale (APA),317,16
1716,0.099,,Sexy Chaos,Russian Imperial Stout,317,16
1516,0.063,,Ace Hole American Pale Ale,American Pale Ale (APA),317,16
725,0.097,,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,317,16
2308,0.05,20,River House,Saison / Farmhouse Ale,161,16
2268,0.065,47,Pretzel Stout,American Stout,161,16
2197,0.05,35,Rubberneck Red,American Amber / Red Ale,161,16
2120,0.08,,The Imperial Texan,American Double / Imperial IPA,161,16
1234,0.08,,The Imperial Texan,American Double / Imperial IPA,161,12
1233,0.05,,Day Break 4-Grain Breakfast Beer,Rye Beer,161,16
1232,0.05,,River House Saison,Saison / Farmhouse Ale,161,12
1231,0.065,,There Will Be Stout,American Stout,161,12
1831,0.065,60,Our Legacy IPA,American IPA,299,12
1359,0.042,,Saranac Shandy,Shandy,299,12
1135,0.065,60,Our Legacy IPA,American IPA,299,16
960,0.051,,Saranac Golden Pilsener (2003),German Pilsener,299,12
959,0.045,,Saranac Adirondack Light (2002),Light Lager,299,12
958,0.045,,DAX Light (1998),Light Lager,299,12
957,0.048,,Saranac Traditional Lager (2000),American Pale Lager,299,12
956,0.047,,Pomegranate Wheat (2008),Fruit / Vegetable Beer,299,12
773,0.05,12,Blueberry Blonde Ale,American Blonde Ale,299,12
686,0.06,,Saranac White IPA,American IPA,299,12
453,0.047,,Saranac Summer Ale (2011),American Pale Wheat Ale,299,12
150,0.055,,Saranac Pale Ale (12 oz.),English Pale Ale,299,12
133,0.055,,Saranac Pale Ale (16 oz.),English Pale Ale,299,16
1578,0.051,20,Lahaina Town Brown,American Brown Ale,375,12
1429,0.055,,Pau Hana Pilsner,Czech Pilsener,375,12
1271,0.05,,Lemongrass Saison,Saison / Farmhouse Ale,375,12
713,0.07,,Aloha B’ak’tun,Belgian Strong Dark Ale,375,12
712,0.082,,Liquid Breadfruit,Fruit / Vegetable Beer,375,12
690,0.06,24,Sobrehumano Palena'ole,American Amber / Red Ale,375,12
547,0.05,12,La Perouse White,Witbier,375,12
435,0.068,68,Flyin' HI.P.Hay,American IPA,375,12
313,0.055,15,Mana Wheat,American Pale Wheat Ale,375,12
33,0.045,18,Bikini Blonde Lager,Munich Helles Lager,375,12
32,0.057,30,CoCoNut Porter,American Porter,375,12
31,0.062,65,Big Swell IPA,American IPA,375,12
1237,0.037,34,Pit Stop Chocolate Porter,American Porter,448,12
1236,0.037,21,Pace Setter Belgian Style Wit,Witbier,448,12
1047,0.037,53,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),448,12
1986,0.069,,Bushwhacker Cider,Cider,254,16
1985,0.069,,Weim-R-Iner,Cider,254,16
1984,0.069,,Cherry Bomb,Cider,254,16
2186,0.072,75,Tsunami IPA,American IPA,203,19.2
2185,0.072,75,Tsunami IPA,American IPA,203,12
2184,0.042,22,Humpback Blonde Ale,American Blonde Ale,203,12
2178,0.052,27,Hawaiian Crow Porter,American Porter,203,12
2177,0.052,23,Volcano Red Ale,American Amber / Red Ale,203,12
2176,0.054,42,Mauna Kea Pale Ale,American Pale Ale (APA),203,12
1508,0.053,11,Shark Bait,Fruit / Vegetable Beer,393,12
1507,0.053,30,Gator Tail Brown Ale,American Brown Ale,393,12
1506,0.071,62,Miami Vice IPA,American IPA,393,12
1325,0.053,16,Big Rod Coconut Ale,American Blonde Ale,393,12
174,0.056,,Mickey Finn's Amber Ale,American Amber / Red Ale,552,12
